spp_outstanding_amt_old,Reference,Date,Vendor,"Supply Type",Product,"Received Date	","Quantity 1","Quantity 2",Currency,"Landing Cost","Sales Price","Gross Margin","Amount Due",Paid,"Paid (%)",Balance,"Sold (%)	"
0.00,MOND-PSP-10148,24/10/2024,"Shipping Company","Gantry Supply",PMS,--,8989.00,12502086.23,USD,894.68,874.00,"-181,984.00","7,873,165.47",0.00,0.00,"7,873,165.47",0.00
0.00,MOND-PSP-10147,24/10/2024,"KVH Supplier","Marine Supply",PMS,--,50000.00,69541029.21,NGN,"1,515.83",180.00,"-80,150,000.00","90,950,000.00",0.00,0.00,"89,453,613.41",0.00
0.00,MOND-PSP-10146,24/10/2024,"KVH Supplier","Marine Supply",PMS,--,7171.00,9973574.41,NGN,170.31,190.00,"157,520.00","1,362,490.00",0.00,0.00,"1,290,952.75",0.00
0.00,MOND-PSP-10144,23/10/2024,"KVH Supplier","Marine Supply",PMS,--,10000.00,7.19,NGN,"1,000.00",0.00,0.00,"10,000,000.00",0.00,0.00,"5,012,044.71",0.00
0.00,MOND-PSP-10143,23/10/2024,"KVH Supplier","Marine Supply",AGO,--,10000.00,8.90,NGN,51.32,0.00,0.00,"513,150.68",0.00,0.00,"500,000.00",0.00
0.00,MOND-PSP-10142,23/10/2024,"KVH Supplier","Marine Supply",PMS,--,10000.00,13908205.84,NGN,481.90,480.00,"-19,007.54","4,819,007.54",0.00,0.00,"4,800,000.00",0.00
0.00,MOND-PSP-10141,23/10/2024,"KVH Supplier","Marine Supply",PMS,--,16000.00,22253129.35,NGN,"2,300.00","2,500.00","3,200,000.00","36,800,000.00",0.00,0.00,"36,800,000.00",0.00
0.00,MOND-PSP-10140,23/10/2024,"KVH Supplier","Marine Supply",PMS,--,16000.00,22253129.35,NGN,"1,810.00","2,500.00","11,040,000.00","28,960,000.00",0.00,0.00,"28,960,000.00",0.00
0.00,MOND-PSP-10139,23/10/2024,"KVH Supplier","Marine Supply",PMS,--,16000.00,22253129.35,NGN,0.00,"2,500.00",0.00,0.00,0.00,0.00,0.00,
0.00,MOND-PSP-10138,23/10/2024,"KVH Supplier","Marine Supply",PMS,--,12000.00,16689847.01,NGN,"1,600.00",0.00,0.00,"19,200,028.91",0.00,0.00,"19,200,028.91",0.00
0.00,MOND-PSP-10137,23/10/2024,"KVH Supplier","Marine Supply",PMS,--,16000.00,22297635.61,NGN,"1,800.09","2,500.00",0.00,"28,801,503.18",0.00,0.00,"28,801,503.19",0.00
0.00,MOND-PSP-10134,22/10/2024,"Peter Pandey","Marine Supply",PMS,--,6755.00,9367176.63,USD,528.73,986.00,"3,079,723.52","3,560,986.48",0.00,0.00,"3,332,795.98",0.00
0.00,MOND-PSP-10133,22/10/2024,"Bestaf OIL NIGERIA","Marine Supply",PMS,--,3250.00,9040333.80,NGN,40.00,0.00,0.00,"260,009.24",0.00,0.00,"260,000.00",0.00
0.00,MOND-PSP-10132,22/10/2024,"Peter Pandey","Marine Supply",PMS,--,7171.00,9973574.41,USD,260.46,180.00,"-576,977.01","1,867,757.01",0.00,0.00,"1,867,757.01",0.00
0.00,MOND-PSP-10131,22/10/2024,"KVH Supplier",Pipeline,PMS,--,15000.00,10.78,NGN,590.00,0.00,0.00,"8,850,000.26",0.00,0.00,"8,850,000.26",0.00
0.00,MOND-PSP-10130,22/10/2024,"KVH Supplier","Gantry Supply",PMS,--,12000.00,8.63,NGN,850.03,0.00,0.00,"10,200,317.98",0.00,0.00,"10,200,317.98",0.00
0.00,MOND-PSP-10129,22/10/2024,"KVH Supplier","Marine Supply",PMS,--,25000.00,34770514.60,NGN,"1,600.00",0.00,0.00,"40,000,060.22",0.00,0.00,"40,000,060.22",0.00
0.00,MOND-PSP-10127,22/10/2024,"KVH Supplier",Pipeline,PMS950,--,10000.00,4.00,NGN,170.45,0.00,0.00,"1,704,471.37",0.00,0.00,"1,704,471.37",0.00
0.00,MOND-PSP-10125,22/10/2024,"KVH Supplier","Gantry Supply",PMS,--,10000.00,7.19,NGN,52.41,0.00,0.00,"524,089.43",0.00,0.00,"524,089.42",0.00
0.00,MOND-PSP-10123,22/10/2024,"Total Energy","Marine Supply",PMS,--,56000.00,77885952.71,USD,548.71,870.00,"17,992,093.68","30,727,906.32",0.00,0.00,"30,241,249.44",0.00
0.00,MOND-PSP-10122,21/10/2024,"Total Energy - Lekki","Marine Supply",PMS,--,10.00,13908.21,NGN,"1,000.12","2,500.00","14,998.80","10,001.20",0.00,0.00,"10,001.20",0.00
0.00,MOND-PSP-10120,21/10/2024,"Total Energy - Lekki","Marine Supply",PMS,--,10.00,13908.21,NGN,"1,000.30","2,500.00","14,997.04","10,002.96",0.00,0.00,"10,002.96",0.00
0.00,MOND-PSP-10119,21/10/2024,"Total Energy - India","Marine Supply",PMS,--,10.00,13908.21,USD,"1,500.50","2,500.00","9,995.00","15,005.00",0.00,0.00,"15,005.00",0.00
0.00,MOND-PSP-10118,21/10/2024,"Total Energy - India","Marine Supply",PMS,--,10.00,13908.21,USD,"1,511.00","4,569.00","30,580.00","15,110.00",0.00,0.00,"15,110.00",0.00
0.00,MOND-PSP-10117,21/10/2024,"Total Energy - Lekki","Marine Supply",PMS,--,100.00,139082.06,NGN,"1,500.53","2,500.00","99,946.52","150,053.48",0.00,0.00,"150,053.48",0.00
0.00,MOND-PSP-10116,21/10/2024,"Total Energy - Lekki","Marine Supply",PMS,--,10.00,13908.21,NGN,"1,004.10","1,550.00","5,459.05","10,040.95",0.00,0.00,"10,040.95",0.00
0.00,MOND-PSP-10115,21/10/2024,"Total Energy","Marine Supply",PMS,--,5000.00,6926286.51,USD,577.80,0.00,0.00,"2,877,463.86",0.00,0.00,"2,823,744.68",0.00
0.00,MOND-PSP-10110,21/10/2024,"Bestaf OIL NIGERIA","Marine Supply",PMS,--,5555.00,7726008.34,NGN,100.02,0.00,"-555,633.83","555,633.83",0.00,0.00,"555,633.82",0.00
0.00,MOND-PSP-10109,21/10/2024,"KVH Supplier","Gantry Supply",PMS,--,5000.00,3.60,NGN,50.24,0.00,"-251,204.47","251,204.47",0.00,0.00,"251,204.47",0.00
0.00,MOND-PSP-10108,21/10/2024,"KVH Supplier","Gantry Supply",PMS,--,10000.00,7.19,NGN,50.12,0.00,"-501,204.47","501,204.47",0.00,0.00,"501,204.47",0.00
0.00,MOND-PSP-10106,21/10/2024,"KVH Supplier","Gantry Supply",PMS,--,850000.00,611.15,NGN,"1,600.03",0.00,"-1,360,022,523.61","1,360,022,523.61",0.00,0.00,"1,360,022,523.61",0.00
0.00,MOND-PSP-10104,19/10/2024,"Bestaf OIL NIGERIA","Marine Supply",PMS,--,5420.00,7538247.57,NGN,120.01,0.00,"-650,441.16","650,441.16",0.00,0.00,"650,400.00",0.00
0.00,MOND-PSP-10101,19/10/2024,"KVH Supplier","Gantry Supply",AGO,--,10000.00,8.90,NGN,50.12,0.00,"-501,204.47","501,204.47",0.00,0.00,"501,204.47",0.00
0.00,MOND-PSP-10100,19/10/2024,"KVH Supplier","Marine Supply",PMS,--,16000.00,22253129.35,NGN,"2,000.03",0.00,"-32,000,423.97","32,000,423.97",0.00,0.00,"32,000,423.97",0.00
0.00,MOND-PSP-10099,18/10/2024,"KVH Supplier","Marine Supply",PMS,--,16000.00,22253129.35,NGN,520.00,0.00,"-8,320,038.54","8,320,038.54",0.00,0.00,"8,320,038.54",0.00
0.00,MOND-PSP-10098,18/10/2024,"KVH Supplier","Gantry Supply",PMS,--,180000.00,129.42,NGN,"1,500.03",0.00,"-270,004,769.71","270,004,769.71",0.00,0.00,"270,004,769.71",0.00
0.00,MOND-PSP-10097,18/10/2024,"KVH Supplier","Marine Supply",PMS,--,15000.00,20862308.76,NGN,890.00,0.00,"-13,350,036.13","13,350,036.13",0.00,0.00,"13,350,036.13",0.00
0.00,MOND-PSP-10096,18/10/2024,"Total Energy","Marine Supply",PMS,--,3560.00,4936022.25,USD,341.63,780.00,"1,555,761.88","1,212,458.12",0.00,0.00,"1,179,546.16",0.00
0.00,MOND-PSP-10095,18/10/2024,"Bestaf OIL NIGERIA","Marine Supply",PMS,--,5420.00,7538247.57,NGN,120.01,0.00,"-650,434.72","650,434.72",0.00,0.00,"650,400.00",0.00
0.00,MOND-PSP-10094,18/10/2024,"KVH Supplier","Marine Supply",PMS,--,5000.00,6954102.92,NGN,175.02,175.00,-120.45,"875,120.45",0.00,0.00,"875,120.45",0.00
0.00,MOND-PSP-10093,18/10/2024,"KVH Supplier","Marine Supply",PMS,--,6000.00,8344923.50,NGN,175.02,175.00,-144.54,"1,050,144.54",0.00,0.00,"1,050,144.54",0.00
0.00,MOND-PSP-10092,18/10/2024,"KVH Supplier","Marine Supply",PMS,--,25000.00,34770514.60,NGN,"1,800.00",0.00,"-45,000,120.45","45,000,120.45",0.00,0.00,"45,000,120.45",0.00
0.00,MOND-PSP-10091,18/10/2024,"KVH Supplier","Marine Supply",PMS,--,12000.00,16689847.01,NGN,"1,055.03",0.00,"-12,660,317.98","12,660,317.98",0.00,0.00,"12,660,317.98",0.00
0.00,MOND-PSP-10090,17/10/2024,"KVH Supplier",Pipeline,PMS,--,5000.00,3.60,NGN,"5,000.14",0.00,"-25,000,722.68","25,000,722.68",0.00,0.00,"25,000,722.68",0.00
0.00,MOND-PSP-10089,17/10/2024,"Exxon Mobil","Marine Supply",PMS,--,5435.00,7559109.87,USD,411.05,890.00,"2,603,111.86","2,234,038.14",0.00,0.00,"2,174,000.00",0.00
0.00,MOND-PSP-10088,17/10/2024,"Exxon Mobil","Marine Supply",PMS,--,3540.00,4908734.35,USD,504.34,821.00,"1,104,510.08","1,759,121.14",0.00,0.00,"1,712,884.59",0.00
0.00,MOND-PSP-10087,17/10/2024,"KVH Supplier","Gantry Supply",PMS,--,10000.00,7.19,NGN,52.41,0.00,"-524,089.43","524,089.43",0.00,0.00,"524,089.43",0.00
0.00,MOND-PSP-10086,17/10/2024,"KVH Supplier","Gantry Supply",AGO,--,96000.00,85.44,NGN,"2,500.00",0.00,"-240,000,462.52","240,000,462.52",0.00,0.00,"240,000,462.52",0.00
0.00,MOND-PSP-10085,17/10/2024,"KVH Supplier",Pipeline,PMS,--,180000.00,129.42,NGN,890.00,0.00,"-160,200,867.22","160,200,867.22",0.00,0.00,"160,200,867.22",0.00
0.00,MOND-PSP-10084,17/10/2024,"KVH Supplier",Pipeline,PMS,--,7000.00,5.03,NGN,165.02,165.00,-168.63,"1,155,168.63",0.00,0.00,"1,155,168.63",0.00
0.00,MOND-PSP-10082,16/10/2024,"KVH Supplier","Gantry Supply",AGO,--,80000.00,71.20,NGN,"1,070.00",0.00,"-85,600,385.43","85,600,385.43",0.00,0.00,"85,600,385.43",0.00
0.00,MOND-PSP-10081,16/10/2024,"KVH Supplier",Pipeline,PMS,--,8000.00,5.75,NGN,180.00,0.00,"-1,440,038.54","1,440,038.54",0.00,0.00,"1,440,038.54",0.00
0.00,MOND-PSP-10080,16/10/2024,"KVH Supplier","Gantry Supply",PMS,--,2000.00,1.44,NGN,100.00,0.00,"-200,004.82","200,004.82",0.00,0.00,"200,004.82",0.00
0.00,MOND-PSP-10079,16/10/2024,"KVH Supplier","Marine Supply",PMS,--,4545.00,6321279.55,NGN,175.02,175.00,-109.49,"795,484.49",0.00,0.00,"795,484.49",0.00
0.00,MOND-PSP-10078,16/10/2024,"KVH Supplier","Marine Supply",PMS,--,20000.00,27816411.68,NGN,790.00,0.00,"-15,800,096.36","15,800,096.36",0.00,0.00,"15,800,096.36",0.00
0.00,MOND-PSP-10077,16/10/2024,,"Marine Supply",PMS,--,5000.00,6933240.61,USD,567.80,850.00,"1,406,779.57","2,830,470.43",0.00,0.00,"2,755,795.09",0.00
0.00,MOND-PSP-10076,16/10/2024,"KVH Supplier","Marine Supply",PMS,--,5000.00,6954102.92,NGN,870.00,0.00,"-4,350,024.09","4,350,024.09",0.00,0.00,"4,350,024.09",0.00
0.00,MOND-PSP-10075,16/10/2024,"KVH Supplier","Marine Supply",PMS,--,5000.00,6954102.92,NGN,650.02,650.00,-120.45,"3,250,120.45",0.00,0.00,"3,250,120.45",0.00
0.00,MOND-PSP-10074,16/10/2024,"KVH Supplier","Marine Supply",PMS,--,10.00,13908.21,NGN,20.01,50.00,299.88,200.12,0.00,0.00,200.12,0.00
0.00,MOND-PSP-10073,16/10/2024,"KVH Supplier","Marine Supply",PMS,--,3636.00,5057023.64,NGN,650.03,650.00,-96.35,"2,363,496.35",0.00,0.00,"2,363,496.35",0.00
0.00,MOND-PSP-10072,16/10/2024,"KVH Supplier","Marine Supply",PMS,--,10000.00,13908205.84,NGN,890.00,0.00,"-8,900,000.05","8,900,000.05",0.00,0.00,"8,900,000.05",0.00
0.00,MOND-PSP-10070,16/10/2024,"KVH Supplier","Marine Supply",PMS,--,7000.00,9735744.09,NGN,650.02,650.00,-168.63,"4,550,168.63",0.00,0.00,"4,550,168.63",0.00
0.00,MOND-PSP-10069,16/10/2024,"KVH Supplier","Marine Supply",PMS,--,4004.00,5568845.62,NGN,650.02,650.00,-96.45,"2,602,696.45",0.00,0.00,"2,602,696.45",0.00
0.00,MOND-PSP-10066,16/10/2024,"KVH Supplier","Marine Supply",PMS,--,3131.00,4354659.25,NGN,660.00,650.00,"-31,310.00","2,066,460.00",0.00,0.00,"2,066,460.00",0.00
0.00,MOND-PSP-10065,16/10/2024,"Bestaf OIL & GAS","Marine Supply",PMS,--,1000.00,1386648.12,USD,344.24,560.00,"215,112.21","343,207.79",0.00,0.00,"342,000.00",0.00
0.00,MOND-PSP-10063,15/10/2024,"KVH Supplier","Marine Supply",PMS,--,3100.00,4311543.81,NGN,660.00,650.00,"-31,000.00","2,046,000.00",0.00,0.00,"2,046,000.00",0.00
0.00,MOND-PSP-10062,15/10/2024,"KVH Supplier","Marine Supply",PMS,--,3000.00,4172461.75,NGN,660.00,650.00,"-30,000.00","1,980,000.00",0.00,0.00,"1,980,000.00",0.00
0.00,MOND-PSP-10060,15/10/2024,"KVH Supplier",Pipeline,PMS,--,3333.00,2.40,NGN,660.00,650.00,"-33,330.00","2,199,780.00",0.00,0.00,"2,199,780.00",0.00
0.00,MOND-PSP-10059,15/10/2024,"KVH Supplier","Gantry Supply",PMS,--,7500.00,5.39,NGN,16.00,650.00,"4,755,000.00","120,000.00",0.00,0.00,"120,000.00",0.00
0.00,MOND-PSP-10058,15/10/2024,"KVH Supplier","Marine Supply",PMS,--,,4867872.04,NGN,660.00,650.00,"-35,000.00","2,310,000.00",0.00,0.00,"2,275,000.00",0.00
0.00,MOND-PSP-10056,15/10/2024,"Bestaf OIL & GAS","Marine Supply",PMS,--,,13866.48,USD,"5,552.50",800.00,"-47,382.44","55,358.44",0.00,0.00,"55,316.42",0.00
0.00,MOND-PSP-10055,15/10/2024,"Bestaf OIL & GAS","Marine Supply",PMS,--,,2079972.18,NGN,"4,600.51",760.00,"-5,743,482.50","6,880,062.50",0.00,0.00,"6,861,692.64",0.00
0.00,MOND-PSP-10054,15/10/2024,"Bestaf OIL & GAS","Marine Supply",PMS,--,,6378581.36,USD,"4,735.63",650.00,"-18,737,506.23","21,718,536.23",0.00,0.00,"21,647,124.07",0.00
0.00,MOND-PSP-10053,14/10/2024,,"Marine Supply",PMS,--,,6933240.61,USD,539.61,900.00,"1,796,534.25","2,689,965.75",0.00,0.00,"2,550,000.00",0.00
0.00,MOND-PSP-10052,14/10/2024,"MRS OIL & GAS","Marine Supply",PMS,--,,6933240.61,USD,302.03,"1,500.00","5,989,850.00","1,510,171.95",0.00,0.00,"1,510,147.29",0.00
